OrderID,OrderDate,CustomerID,Country,Region,Product,Quantity,UnitPrice,Discount,ShippingMode,Category,Sales,Profit
10004,2022-05-02,1164,Japan,West,Keyboard,6,613,0.19,EXPRESS,Accessories,3678,439.80537979535814
10680,2023-04-30,1110,Japan,North,Tablet,9,234,0.21,Standard,Electronics,2106,22.75282681025965
10814,2024-05-14,1193,Germany,East,Camera,5,839,0.01,standard,Electronics,4195,743.350936653366
10036,2023-01-23,1114,Japan,North,Camera,2,1570,0.39,standard,Electronics,3140,-165.3354777675229
10233,2022-10-11,1116,France,Central,Smartwatch,5,1015,0.26,Standard,Electronics,5075,479.86875814417044
10010,2024-02-09,1105,Brazil,,Smartwatch,1,289,0.09,EXPRESS,Electronics,289,71.14475680845393
10048,2022-02-04,1097,Canada,East,Camera,4,1335,0.2,Standard,Electronics,5340,-346.57574251206825
10756,2022-01-13,1049,Brazil,Central,Monitor,7,708,0.2,Standard,Electronics,4956,-224.9854513974908
10357,2022-12-23,1045,UK,North,Headphones,7,793,0.04,Standard,Accessories,5551,1131.3308959070318
10667,2022-12-31,1041,Germany,East,Mobile,8,240,0.35,Express,Electronics,1920,-6.197275949957202
10349,2024-10-08,1081,Brazil,East,Printer,2,869,0.06,Express,Office,1738,507.9251834005868
10862,2024-10-21,1199,France,Central,Mobile,2,1721,0.22,Standard,Electronics,3442,813.3040596171172
10634,2023-11-13,1125,USA,East,Camera,9,1355,0.06,EXPRESS,Electronics,12195,4843.896627990188
10950,2023-04-14,1006,Australia,North,Keyboard,4,61,0.25,Express,Accessories,244,
10439,2024-12-01,1005,Canada,South,Laptop,3,1341,0.17,EXPRESS,Electronics,4023,823.6174440077104
10827,2024-01-25,1067,Brazil,Central,Laptop,9,74,0.34,standard,Electronics,666,-135.44776275317142
10383,2024-01-24,1016,Germany,North,Camera,9,272,0.31,Same Day,Electronics,2448,-152.3524524045257
10391,2024-10-18,1119,Mexico,South,Laptop,7,255,0.37,Same Day,Electronics,1785,151.0916137754631
10921,2023-05-17,1105,USA,South,Printer,2,1196,0.16,Standard,Office,2392,252.72623325488462
10050,2024-10-22,1110,Germany,South,Keyboard,4,1242,0.08,standard,Accessories,4968,1600.2611655945016
10836,2022-12-12,1140,Brazil,North,Laptop,5,1565,0.1,Same Day,Electronics,7825,2324.4461152028853
10518,2023-04-06,1144,Brazil,West,Mouse,1,1947,0.32,EXPRESS,Accessories,1947,-302.0508674492178
10320,2023-09-28,1058,France,North,Keyboard,7,1057,0.09,standard,Accessories,7399,1857.7666893972973
10617,2022-02-12,1188,Brazil,North,Printer,7,893,0.37,Same Day,Office,6251,751.6427608275144
10523,2023-01-25,1079,UK,South,Printer,3,1453,0.08,standard,Office,4359,198.7805494925003
10128,2024-10-09,1058,Australia,West,Camera,9,1248,0.23,Same Day,Electronics,11232,160.00468569102895
10426,2023-12-19,1083,Australia,West,Printer,7,1896,0.05,Express,Office,13272,5909.862992769475
10509,2023-11-29,1044,Germany,West,Mobile,3,1294,0.2,Express,Electronics,3882,
10895,2024-12-08,1106,Japan,South,Headphones,9,1415,0.2,standard,Accessories,12735,1369.6457258849896
10015,2022-10-04,1133,UK,West,Mouse,8,1053,0.2,Same Day,Accessories,8424,530.4822513556392
10215,2023-02-02,1038,Brazil,Central,Tablet,6,417,0.02,Standard,Electronics,2502,1106.1452940888323
10372,2022-06-09,1062,India,East,Mobile,8,1352,0.33,Same Day,Electronics,10816,-2441.0270591508247
10486,2023-11-16,1125,USA,West,Keyboard,6,925,0.06,EXPRESS,Accessories,5550,955.9643594528898
10708,2023-05-31,1075,Brazil,North,Keyboard,6,1671,0.22,Express,Accessories,10026,2627.7408540036918
10539,2024-05-02,1149,Brazil,North,Laptop,9,1151,0.07,Express,Electronics,10359,4315.863817474928
10550,2023-04-21,1171,Japan,West,Camera,5,301,0.04,EXPRESS,Electronics,1505,131.93861576616388
10212,2024-08-14,1170,Brazil,East,Printer,4,1965,0.33,standard,Office,7860,-428.05626789618873
10090,2022-07-20,1054,India,South,Tablet,7,837,0.32,Express,Electronics,5859,608.3669307160203
10115,2024-01-13,1144,UK,East,Keyboard,6,1476,0.39,Same Day,Accessories,8856,-956.0288845905234
10542,2024-03-05,1165,Canada,Central,Keyboard,6,608,0.28,standard,Accessories,3648,149.8992848651278
10431,2024-12-28,1125,France,South,Mouse,6,1486,0.04,Standard,Accessories,8916,2032.0329627649803
10111,2022-07-26,1031,UK,South,Headphones,1,1125,0.12,Same Day,Accessories,1125,364.27544559201726
10479,2022-07-09,1130,UK,West,Printer,4,1809,0.2,standard,Office,7236,1961.73937436014
10279,2024-06-21,1169,USA,East,Laptop,6,1603,0.23,Standard,Electronics,9618,533.1819742145067
10347,2022-04-04,1038,France,Central,Tablet,3,1164,0.12,Express,Electronics,3492,227.71220342433844
10526,2023-12-10,1091,Germany,Central,Mobile,8,1056,0.37,EXPRESS,Electronics,8448,-1231.8339987331788
10549,2023-06-02,1118,Mexico,East,Headphones,1,1946,0.23,Express,Accessories,1946,94.14095431457179
10905,2024-09-16,1067,Canada,East,Smartwatch,6,1986,0.26,standard,Electronics,11916,-45.416688891770264
10159,2022-10-21,1107,India,Central,Monitor,6,1918,0.12,Same Day,Electronics,11508,3382.229645470009
10494,2022-02-16,1129,Mexico,South,Keyboard,2,1207,0.29,EXPRESS,Accessories,2414,239.05674487617466
10405,2024-09-04,1110,Brazil,East,Keyboard,2,1744,0.15,Express,Accessories,3488,410.47226298843077
10916,2022-01-18,1156,France,North,Mouse,4,296,0.35,EXPRESS,Accessories,1184,-167.97569670333337
10214,2024-03-11,1197,India,South,Tablet,7,1557,0.18,Standard,Electronics,10899,2068.9864635361037
10688,2022-05-25,1027,Germany,Central,Printer,4,1352,0.34,Same Day,Office,5408,439.80331083423994
10035,2022-06-16,1035,Canada,East,Smartwatch,4,51,0.36,Express,Electronics,204,7.934305827985028
10342,2024-09-23,1137,Australia,North,Tablet,2,1440,0.18,Express,Electronics,2880,791.5874172908981
10013,2023-01-21,1056,Mexico,North,Keyboard,4,537,0.0,Same Day,Accessories,2148,878.0161553062705
10696,2022-02-03,1044,Australia,South,Tablet,9,124,0.19,standard,Electronics,1116,191.5821262137973
10782,2022-10-23,1101,Brazil,North,Smartwatch,4,607,0.02,Express,Electronics,2428,1109.952702973758
10380,2023-02-01,1095,Brazil,Central,Mouse,5,496,0.1,Same Day,Accessories,2480,586.3441821293814
10635,2023-06-18,1019,UK,South,Camera,9,118,0.38,EXPRESS,Electronics,1062,-178.18659426620405
10424,2022-09-22,1129,UK,North,Laptop,5,1291,0.2,Express,Electronics,6455,-620.2545843761209
10472,2023-04-21,1092,,South,Mouse,2,1846,0.04,standard,Accessories,3692,1310.3745199692082
10841,2022-05-21,1128,France,East,Headphones,6,1448,0.05,standard,Accessories,8688,1696.9647840232797
10156,2022-05-03,1160,Canada,Central,Smartwatch,2,1739,0.26,standard,Electronics,3478,-192.19533013575926
10450,2023-05-07,1188,USA,North,Smartwatch,6,862,0.34,EXPRESS,Electronics,5172,-343.1375265801412
10990,2022-01-04,1182,Japan,South,Camera,7,742,0.03,Standard,Electronics,5194,2178.0397585726696
10259,2024-07-16,1159,Japan,West,Headphones,3,803,0.04,Express,Accessories,2409,832.3342575435414
10362,2023-03-18,1097,Brazil,East,Tablet,2,1490,0.26,EXPRESS,Electronics,2980,118.96406085683986
10332,2024-03-12,1154,Canada,Central,Monitor,1,1700,0.23,Same Day,Electronics,1700,370.74758330862437
10867,2024-08-26,1008,USA,North,Mouse,1,1349,0.26,Express,Accessories,1349,136.8051726923511
10256,2022-07-10,1061,USA,North,MOBILE,8,1555,0.18,Express,Electronics,12440,2440.0721134258392
10966,2024-01-16,1008,India,East,Mouse,6,1416,0.07,Express,Accessories,8496,377.8420602180879
10968,2023-12-08,1009,USA,East,Mobile,4,782,0.18,Same Day,Electronics,3128,640.7651654274423
10545,2023-05-26,1173,UK,West,Smartwatch,7,991,0.03,EXPRESS,Electronics,6937,2640.900913112737
10890,2022-03-04,1107,Canada,South,Printer,4,146,0.05,Standard,Office,584,202.737117465905
10613,2023-06-30,1058,Canada,East,Mouse,3,635,0.02,Standard,Accessories,1905,194.50043887981852
10490,2022-03-21,1175,France,South,Keyboard,9,158,0.18,standard,Accessories,1422,101.55103639282112
10428,2024-04-30,1026,Brazil,East,Mouse,3,1425,0.39,Standard,Accessories,4275,-10.386344111143444
10842,2024-08-15,1087,Australia,West,Keyboard,6,411,0.16,Standard,Accessories,2466,620.2110145426873
10291,2024-05-03,1089,USA,West,Keyboard,6,542,0.04,standard,Accessories,3252,307.2300689694724
10536,2022-05-26,1076,Australia,Central,Printer,5,1631,0.18,Same Day,Office,8155,123.84926397061622
10459,2023-05-26,1071,France,West,Keyboard,8,1842,0.21,Standard,Accessories,14736,1393.407124904806
10288,2023-04-16,1071,Australia,South,Printer,6,666,0.39,Express,Office,3996,28.617610710853114
10355,2022-12-07,1193,Mexico,North,Tablet,5,349,0.26,Standard,Electronics,1745,10.20795489191238
10940,2024-01-31,1190,Brazil,North,Camera,6,868,0.14,EXPRESS,Electronics,5208,1239.0570908355605
10983,2024-01-06,1099,Mexico,North,Monitor,9,326,0.23,standard,Electronics,2934,-140.91753335421424
10638,2022-08-21,1049,Mexico,South,Laptop,3,897,0.25,Standard,Electronics,2691,650.2430009223533
10325,2024-01-11,1106,UK,East,Tablet,9,138,0.12,Express,Electronics,1242,435.90484033138773
10934,2024-04-12,1107,Australia,West,Tablet,2,1414,0.15,standard,Electronics,2828,306.12453057352724
10086,2024-10-14,1188,Brazil,Central,MOBILE,7,855,0.15,Same Day,Electronics,5985,1989.6986744452279
10382,2023-05-14,1191,Australia,South,Camera,7,479,0.04,Same Day,Electronics,3353,918.9167679732412
10579,2024-09-16,1153,Brazil,East,Printer,9,943,0.33,EXPRESS,Office,8487,905.4506994857657
10151,2024-12-12,1119,Canada,North,Mobile,8,806,0.23,Standard,Electronics,6448,496.86686682336403
10622,2024-06-18,1134,India,East,Mouse,5,376,0.18,Express,Accessories,1880,111.09746753028492
10501,2024-08-25,1017,USA,Central,Laptop,3,1085,0.09,EXPRESS,Electronics,3255,185.0968891371411
10737,2023-12-25,1077,Canada,Central,Mouse,7,218,0.03,Same Day,Accessories,1526,476.2491466425648
10873,2022-09-01,1193,Germany,South,Printer,7,465,0.3,Same Day,Office,3255,63.81557355185669
10398,2024-10-17,1179,France,West,Printer,6,154,0.11,Express,Office,924,346.4270444997809
10143,2024-08-09,1130,Mexico,South,Headphones,8,111,0.28,standard,Accessories,888,171.7728184508313
10767,2023-05-28,1150,Japan,South,Smartwatch,5,979,0.37,Standard,Electronics,4895,-67.23574342991151
10969,2023-04-16,1121,France,South,Headphones,1,1124,0.11,EXPRESS,Accessories,1124,384.2861749773783
10176,2024-07-17,1061,Mexico,West,Keyboard,8,841,0.04,EXPRESS,Accessories,6728,1827.9034160394021
10436,2023-07-23,1100,Germany,West,Printer,7,775,0.14,EXPRESS,Office,5425,597.1939847803663
10646,2022-08-02,1065,,East,Monitor,2,609,0.05,Express,Electronics,1218,89.8702269026438
10248,2024-11-26,1098,Japan,Central,Tablet,3,1319,0.22,EXPRESS,Electronics,3957,-22.347776255956887
10134,2023-09-20,1102,Japan,Central,Keyboard,9,266,0.12,Standard,Accessories,2394,34.73455173941443
10793,2023-05-18,1144,,East,Headphones,2,1992,0.15,Same Day,Accessories,3984,440.9394377708244
10284,2023-05-27,1138,Japan,South,Keyboard,8,584,0.05,Standard,Accessories,4672,235.64689708276217
10796,2024-11-28,1046,Canada,East,Camera,2,170,0.16,Same Day,Electronics,340,111.13921709834216
10047,2024-02-15,1053,Germany,West,Mobile,6,658,0.13,Standard,Electronics,3948,-20.063128607097724
10512,2024-05-18,1168,Brazil,North,Camera,7,852,0.14,Express,Electronics,5964,996.1702560356143
10089,2022-05-15,1056,Canada,Central,Keyboard,1,136,0.38,Express,Accessories,136,2.3776947799145702
10796,2024-11-28,1046,Canada,East,Camera,2,170,0.16,Same Day,Electronics,340,111.13921709834216
10525,2022-09-13,1085,India,South,Monitor,3,1225,,Express,Electronics,3675,860.7881756734564
10627,2022-04-03,1185,Canada,North,Camera,4,1564,0.31,Express,Electronics,6256,604.1283214019688
10769,2024-05-22,1125,USA,North,Keyboard,4,1023,0.32,Express,Accessories,4092,141.55953617798423
10318,2022-09-26,1091,USA,West,Headphones,7,1569,0.06,Same Day,Accessories,54915,1285.1079330940333
10850,2024-06-06,1142,Germany,North,Smartwatch,1,1768,0.32,Same Day,Electronics,1768,-277.08711902518075
10847,2024-09-30,1064,Australia,West,laptop,1,1121,0.15,Standard,Accessories,1121,187.73345575803646
10792,2024-10-03,1113,Canada,North,Monitor,1,1289,0.1,EXPRESS,Electronics,6445,274.06138615789814
10415,2023-08-19,1140,Mexico,Central,Keyboard,7,1094,0.36,standard,Accessories,7658,-206.60758323164373
10585,2024-05-02,1105,USA,West,Laptop,8,1783,0.25,EXPRESS,Electronics,14264,2070.9330782855777
10193,2024-11-26,1157,UK,West,Tablet,3,1379,0.11,Same Day,Electronics,4137,818.9027018864201
10515,2023-05-17,1178,USA,North,Headphones,3,565,0.19,Standard,Accessories,1695,18.83169062993801
10136,2023-12-11,1013,Germany,East,Headphones,2,877,0.2,EXPRESS,Accessories,1754,317.4243853451239
10808,2024-09-23,1052,Canada,East,Smartwatch,8,1445,0.08,EXPRESS,Electronics,11560,1575.948425654672
10307,2024-09-30,1066,Australia,South,Mobile,1,859,0.07,Same Day,Electronics,859,69.90478212094604
10421,2023-01-31,1074,Japan,East,Headphones,5,1163,0.27,standard,Accessories,5815,-348.697048648447
10003,2024-11-10,1016,Mexico,North,Smartwatch,7,306,0.31,Standard,Electronics,2142,324.0257112901511
10020,2024-05-06,1198,Germany,East,Camera,7,1783,0.06,Express,Electronics,12481,3063.3115005891837
10698,2024-01-18,1046,Brazil,East,Headphones,3,1904,0.04,standard,Accessories,5712,2608.2100217964903
10676,2022-12-29,1040,Brazil,South,Mobile,4,1957,0.04,Standard,Electronics,7828,2054.0306570194543
10491,2024-06-04,1187,,West,Mobile,4,213,0.21,EXPRESS,Electronics,852,-18.02072204696779
10747,2022-05-19,1058,India,East,Mobile,6,946,0.4,Standard,Electronics,5676,309.31484873015097
10540,2022-03-04,1102,Australia,North,Laptop,9,687,0.16,EXPRESS,Electronics,6183,1195.1687645833647
10024,2023-12-01,1153,Mexico,South,Mobile,3,1252,0.29,Standard,Electronics,3756,-25.18070467938128
10978,2023-08-16,1036,Germany,West,Tablet,7,223,0.24,Same Day,Electronics,1561,248.3533305408315
10484,2022-05-14,1198,Japan,South,Printer,3,1727,0.16,Standard,Office,5181,200.3742799734282
10889,2022-10-12,1045,Germany,South,Headphones,1,111,0.09,Express,Accessories,111,17.45919694181766
10065,2022-12-04,1016,France,West,Laptop,4,195,0.3,Same Day,Electronics,780,-35.30915255185255
10328,2024-10-09,1180,Brazil,West,Printer,2,1212,0.39,Standard,Office,2424,-381.7831555145393
10107,2023-02-02,1153,Japan,Central,Printer,3,515,0.28,EXPRESS,Office,1545,-128.7817888425692
10659,2022-10-30,1039,France,Central,Camera,9,326,0.04,Same Day,Electronics,2934,1114.3695255414011
10465,2022-04-01,1007,Germany,Central,Tablet,9,277,0.24,Standard,Electronics,2493,322.4726355880857
10894,2022-06-05,1150,UK,West,Keyboard,5,1002,0.34,Express,Accessories,5010,771.8283304949623
10752,2022-01-10,1019,Japan,West,Printer,8,1854,0.0,Standard,Office,14832,6943.819439271147
10957,2024-02-14,1046,Brazil,,Mobile,2,277,0.16,Standard,Electronics,554,-3.8457880279633656
10040,2022-08-30,1010,India,South,Keyboard,6,1764,0.28,EXPRESS,Accessories,10584,1605.5154944498727
10206,2022-04-09,1087,Germany,Central,Printer,2,743,0.26,Standard,Office,1486,117.22427856276329
10275,2024-07-09,1136,UK,Central,Camera,7,1416,0.11,standard,Electronics,9912,1655.602372331821
10843,2024-09-11,1053,India,North,Laptop,6,1236,0.14,standard,Electronics,7416,661.2885387699796
10709,2024-04-22,1093,India,Central,Camera,8,1112,0.14,Express,Electronics,44480,3010.236922838733
10910,2022-02-01,1077,USA,South,Mobile,3,1427,0.33,Express,Electronics,4281,484.8756535206744
10973,2024-07-22,1071,Australia,East,Camera,3,448,0.33,Same Day,Electronics,1344,-282.7460707630726
10714,2022-08-31,1007,Brazil,South,Mobile,3,883,0.1,Same Day,Electronics,2649,187.92225634535458
10947,2023-03-28,1083,USA,North,Keyboard,6,1161,0.23,Standard,Accessories,6966,1402.3672867237153
10972,2024-03-15,1169,Germany,North,Smartwatch,6,443,0.26,standard,Electronics,2658,240.34835969646667
10261,2022-01-18,1119,India,South,Camera,6,693,0.23,Same Day,Electronics,4158,800.9185703705454
10559,2022-01-01,1072,Brazil,East,Keyboard,7,348,0.36,Express,Accessories,2436,-172.91357825045577
10682,2023-12-15,1083,India,West,Printer,7,1653,0.21,standard,Office,11571,1986.7275802432669
10637,2023-10-07,1151,France,North,Headphones,1,501,0.03,Same Day,Accessories,501,183.9767591785026
10975,2024-12-12,1048,USA,North,Mouse,6,1964,0.03,standard,Accessories,11784,4106.847252948226
10725,2022-04-28,1164,Japan,North,Tablet,9,1978,0.3,Standard,Electronics,17802,-1467.2986227144893
10803,2024-07-11,1032,USA,Central,Headphones,6,56,0.33,Express,Accessories,336,-12.263707438088161
10554,2024-09-23,1194,Australia,West,Monitor,2,35,0.1,EXPRESS,Electronics,70,24.087824124589282
10770,2022-09-27,1044,Australia,North,Laptop,3,945,0.19,Standard,Electronics,2835,151.94913099832468
10113,2024-06-10,1015,France,Central,Mobile,6,92,0.29,standard,Electronics,552,70.03249580588908
10524,2024-06-01,1053,UK,East,Smartwatch,2,1457,0.19,Standard,Electronics,2914,112.92041220888484
10229,2023-03-14,1147,Brazil,North,Printer,3,301,0.29,Express,Office,903,165.9350037018553
10446,2024-01-21,1123,Canada,South,MOBILE,5,563,0.05,Same Day,Electronics,2815,428.53392020619503
10607,2024-06-18,1145,UK,Central,Laptop,3,654,0.06,standard,Electronics,1962,159.08014053560512
10102,2023-09-05,1024,India,West,Camera,4,605,0.02,Same Day,Electronics,2420,1138.916899204368
10152,2023-12-31,1003,France,Central,Laptop,5,292,0.26,standard,Electronics,1460,-60.07400332525924
10787,2023-07-29,1192,Japan,East,Mouse,2,1906,0.29,Same Day,Accessories,3812,571.3263628364443
10798,2023-08-02,1075,Brazil,North,Laptop,7,547,0.02,standard,Electronics,3829,466.9847954821402
10838,2022-12-29,1082,Japan,,Laptop,2,1487,0.16,Express,Electronics,2974,963.9195474720547
10202,2023-08-10,1072,UK,North,Keyboard,9,1204,,EXPRESS,Accessories,10836,-776.6115176152825
10060,2024-03-26,1108,UK,Central,Printer,9,1012,0.24,EXPRESS,Office,9108,756.3511237061803
10779,2024-12-01,1007,Germany,Central,Tablet,2,522,,standard,Electronics,1044,-271.5281995694037
10402,2024-07-08,1138,India,West,Headphones,2,1465,0.1,Standard,Accessories,2930,297.3202116690418
10027,2024-08-15,1045,Australia,South,Smartwatch,3,1670,0.18,standard,Electronics,5010,-265.4177326682109
10285,2023-02-04,1186,UK,West,Smartwatch,9,638,0.05,Standard,Electronics,5742,1187.990472750103
10304,2024-09-19,1092,Brazil,North,Tablet,1,548,0.38,Express,Electronics,548,-43.21906793331675
10242,2022-01-17,1004,France,South,Mouse,6,1380,0.33,Standard,Accessories,8280,-1325.2467081906202
10846,2023-11-14,1142,Japan,North,Tablet,6,1786,0.06,Same Day,Electronics,10716,2067.2153127015245
10154,2024-04-15,1152,Germany,East,Mouse,2,607,0.21,standard,Accessories,1214,257.9559984606588
10683,2024-11-28,1129,Mexico,North,Keyboard,6,1463,0.16,EXPRESS,Accessories,8778,1244.1799529947425
10097,2024-03-15,1148,India,North,Smartwatch,1,680,0.34,Express,Electronics,680,-23.08157720278021
10976,2024-07-28,1153,USA,South,Camera,1,1752,0.11,EXPRESS,Electronics,1752,37.79450400125327
10174,2024-05-13,1028,Germany,West,Smartwatch,4,427,0.25,EXPRESS,Electronics,1708,244.0565882624669
10902,2024-12-22,1035,Japan,North,Headphones,6,651,,Same Day,Accessories,3906,764.2069078049075
10308,2022-01-05,1055,Mexico,Central,Keyboard,3,1192,0.28,Express,Accessories,3576,147.70378299458355
10198,2023-02-08,1152,France,Central,Tablet,8,685,0.33,standard,Electronics,5480,-1043.1897447452434
10775,2022-03-19,1118,Mexico,North,laptop,7,873,0.07,standard,Electronics,6111,
10587,2022-03-16,1011,Germany,Central,Printer,7,729,0.15,Same Day,Office,5103,-34.333415523177905
10896,2024-08-24,1079,USA,South,Headphones,3,935,0.39,Same Day,Accessories,2805,-65.4887143667836
10927,2022-02-24,1076,Brazil,North,Smartwatch,8,703,0.03,Same Day,Electronics,5624,1651.7576792344119
10721,2023-04-13,1120,India,West,Smartwatch,8,1974,0.31,Express,Electronics,15792,-2063.3359114467794
10743,2022-01-01,1000,USA,East,Mouse,9,266,0.22,Standard,Accessories,2394,668.072059024527
10443,2024-01-03,1130,UK,South,Monitor,7,1036,0.11,standard,Electronics,7252,2116.773792130355
10368,2022-12-02,1069,Canada,West,Smartwatch,7,539,0.02,Standard,Electronics,3773,1216.895297662967
10848,2022-12-22,1075,UK,Central,Monitor,2,104,0.15,Express,Electronics,208,-1.5884019222527392
10267,2024-08-19,1100,Brazil,East,Mobile,1,1399,0.34,Same Day,Electronics,1399,67.37503829178416
10205,2023-05-25,1120,France,East,Printer,6,320,0.05,Standard,Office,1920,459.0252321466419
10166,2023-09-01,1012,France,West,Mouse,1,887,0.06,EXPRESS,Accessories,887,295.0161729651286
10160,2022-10-07,1125,Australia,West,Smartwatch,4,1092,0.22,Express,Electronics,4368,-282.39111278672726
10679,2024-11-04,1124,UK,Central,Monitor,2,1324,0.37,Same Day,Electronics,2648,23.069856115668244
10932,2022-02-24,1006,Japan,Central,Keyboard,3,1411,0.19,EXPRESS,Accessories,4233,1231.9458448876085
10478,2022-12-14,1121,USA,South,Laptop,8,641,0.13,Standard,Electronics,5128,683.4436198009861
10734,2022-06-22,1188,Brazil,North,Monitor,5,78,0.05,Standard,Electronics,390,20.73361882350406
10253,2023-08-30,1162,Mexico,,Monitor,7,1311,0.3,Standard,Electronics,9177,113.14324734265347
10795,2022-04-14,1135,Australia,West,Monitor,2,226,0.2,EXPRESS,Electronics,452,85.89886498711851
10821,2022-02-16,1088,UK,West,Laptop,5,1160,0.26,EXPRESS,Electronics,5800,756.2926695055298
10567,2022-04-05,1091,France,Central,Smartwatch,8,1863,0.08,Standard,Electronics,14904,2293.589459490033
10648,2024-12-15,1161,Australia,North,Headphones,9,1085,0.22,Same Day,Accessories,9765,520.2553538291195
10900,2022-12-08,1142,Canada,West,Headphones,4,175,0.14,Express,Accessories,700,135.8428819155534
10300,2024-12-13,1113,UK,South,Monitor,9,1052,0.34,Express,Electronics,9468,1369.588384273689
10887,2023-12-11,1086,France,East,Monitor,6,238,0.27,Standard,Electronics,1428,53.893846227952
10989,2023-05-09,1163,Canada,Central,Mobile,6,1100,0.27,Same Day,Electronics,6600,-1023.7518930691333
10624,2024-06-18,1048,India,North,Laptop,9,1027,0.03,standard,Electronics,9243,4341.5596299900335
10615,2022-07-24,1155,USA,North,Headphones,2,690,0.01,Same Day,Accessories,1380,487.4521595467509
10832,2023-07-04,1101,USA,South,Laptop,9,250,0.37,standard,Electronics,2250,-537.8151644152201
10093,2024-11-22,1061,,East,Keyboard,7,187,0.13,EXPRESS,Accessories,1309,62.36538380852704
10434,2024-08-05,1020,Australia,North,Tablet,8,751,0.15,Same Day,Electronics,6008,492.0456447701962
10247,2022-04-09,1008,Germany,West,Mouse,6,615,0.1,Standard,Accessories,3690,1349.1962670126368
10943,2024-10-03,1188,UK,North,Keyboard,3,294,0.11,Express,Accessories,882,199.95380317462582
10633,2023-08-27,1107,Germany,Central,Laptop,8,303,0.25,Standard,Electronics,2424,494.20406280725774
10581,2023-02-05,1002,UK,East,Mobile,9,1398,0.06,EXPRESS,Electronics,12582,4890.935067159508
10326,2022-04-27,1044,India,South,Laptop,9,1281,0.18,Standard,Electronics,11529,-232.0451429395839
10577,2022-08-24,1057,Brazil,West,Mouse,9,1818,0.0,standard,Accessories,16362,6200.279498600177
10365,2023-05-31,1087,UK,South,laptop,5,671,0.27,standard,Office,3355,-287.2424908391473
10401,2023-04-02,1028,Mexico,North,Mouse,4,429,0.29,Same Day,Accessories,1716,
10780,2022-03-30,1156,Japan,East,Headphones,6,1679,0.23,Express,Accessories,10074,2465.056737631409
10514,2024-01-10,1010,France,South,Tablet,6,811,0.19,EXPRESS,Electronics,4866,13.45083384590771
10663,2023-06-10,1025,France,East,Headphones,6,674,0.09,Express,Accessories,4044,1401.996152198803
10167,2022-07-06,1140,India,North,Monitor,4,1928,0.35,EXPRESS,Electronics,7712,-861.3865339753165
10099,2023-11-15,1117,USA,Central,Laptop,7,714,0.14,standard,Electronics,4998,1158.1122397633997
10519,2024-01-02,1075,France,West,Mouse,3,1573,0.18,standard,Accessories,4719,1373.4984402874716
10928,2024-03-10,1131,Brazil,South,Camera,6,128,0.29,Express,Electronics,768,-18.35729152122002
10120,2022-08-19,1013,Brazil,East,Laptop,9,1038,0.06,EXPRESS,Electronics,9342,3819.032520001321
10162,2022-07-17,1054,India,East,Tablet,6,685,0.28,Standard,Electronics,4110,51.797549194956446
10452,2022-06-19,1063,UK,West,Mobile,9,757,0.28,EXPRESS,Electronics,6813,-383.2250967200723
10996,2022-03-16,1118,Brazil,South,Mobile,9,1758,0.14,EXPRESS,Electronics,15822,1357.2831781832679
10251,2022-10-29,1060,Mexico,Central,laptop,8,918,0.36,standard,Office,7344,-118.60984790753128
10964,2024-03-25,1136,India,West,Monitor,5,442,0.1,EXPRESS,Electronics,2210,827.8344213772559
10700,2023-03-01,1138,Canada,North,Smartwatch,1,1298,0.38,Same Day,Electronics,1298,139.14847629306655
10628,2023-11-03,1188,Australia,South,Keyboard,2,543,0.19,Express,Accessories,1086,222.20713519059237
10854,2024-10-10,1092,Brazil,Central,Mobile,4,88,0.04,Standard,Electronics,352,104.74363573558425
10623,2022-12-26,1075,Mexico,East,Printer,6,275,0.2,Standard,Office,1650,15.093410057927713
10826,2023-09-19,1158,Canada,North,Monitor,7,344,0.1,Standard,Electronics,2408,524.6273481843543
10786,2024-11-12,1033,UK,North,MOBILE,9,727,0.3,Standard,Accessories,6543,-867.7952788928362
10394,2023-09-09,1191,,South,Keyboard,2,698,0.35,Express,Accessories,1396,-289.8651809616793
10277,2023-06-09,1152,Germany,East,Keyboard,4,1114,0.29,Same Day,Accessories,4456,-224.2757389521787
10658,2023-12-20,1017,Mexico,West,Headphones,8,787,0.29,Standard,Accessories,6296,1082.7696176408697
10124,2023-06-09,1136,Mexico,West,Smartwatch,6,578,0.19,Same Day,Electronics,3468,-281.9698510080865
10640,2022-12-12,1178,France,South,Smartwatch,4,1888,0.32,Express,Electronics,7552,
10810,2022-10-16,1068,Canada,North,Headphones,5,81,0.24,EXPRESS,Accessories,405,71.11691594338079
10533,2024-10-12,1032,Canada,East,Mobile,7,717,0.15,Standard,Electronics,5019,1657.954719388325
10755,2024-06-16,1125,USA,Central,Keyboard,6,1771,0.31,Express,Accessories,10626,-1608.1239534361198
10352,2022-08-06,1076,Australia,North,Smartwatch,2,661,0.32,Express,Electronics,1322,-147.3316949120204
10444,2022-08-23,1000,Brazil,East,Printer,3,1223,0.03,standard,Office,3669,1066.3466525250171
10005,2023-04-12,1152,Japan,East,Laptop,2,1086,0.32,EXPRESS,Electronics,2172,-470.6169187732087
10118,2022-04-06,1085,Canada,South,Keyboard,1,151,0.24,Express,Accessories,151,-11.624832052868761
